ICD-9,DiseaseName
5563, Ulcertve prctosigmoidtis 
5564, Pseudopolyposis colon 
5565, Lftsded ulcertve colitis 
5566, Univrsl ulcertve colitis 
5568, Other ulcerative colitis 
5569, Ulceratve colitis unspcf 
5570, Ac vasc insuff intestine 
5571, Chr vasc insuff intest 
5579, Vasc insuff intest NOS 
5581, Radiation gastroenterit 
5582, Toxic gastroenteritis 
5583, Allrgic gastro & colitis 
55841,Eosinophilic gastroent 
55842,Eosinophilic colitis 
5589, Noninf gastroenterit NEC 
5600, Intussusception 
5601, Paralytic ileus 
5602, Volvulus of intestine 
56030,Impaction intestine NOS 
56031,Gallstone ileus 
56032,Fecal impaction 
56039,Impaction intestine NEC 
56081,Intestinal adhes w obstr 
56089,Intestinal obstruct NEC 
5609, Intestinal obstruct NOS 
56200,Dvrtclo sml int w/o hmrg 
56201,Dvrtcli sml int w/o hmrg 
56202,Dvrtclo sml int w hmrhg 
56203,Dvrtcli sml int w hmrhg 
56210,Dvrtclo colon w/o hmrhg 
56211,Dvrtcli colon w/o hmrhg 
56212,Dvrtclo colon w hmrhg 
56213,Dvrtcli colon w hmrhg 
56400,Constipation NOS 
56401,Slow transt constipation 
56402,Outlet dysfnc constption 
56409,Constipation NEC 
5641, Irritable bowel syndrome 
5642, Postgastric surgery synd 
5643, Vomiting post-gi surgery 
5644, Postop GI funct dis NEC 
5645, Functional diarrhea 
5646, Anal spasm 
5647, Megacolon NEC 
56481,Neurogenic bowel 
56489,Funct dis intestine NEC 
5649, Funct dis intestine NOS 
5650, Anal fissure 
5651, Anal fistula 
566,  Anal & rectal abscess 
5670, Peritonitis in infec dis 
5671, Pneumococcal peritonitis 
56721,Peritonitis (acute) gen 
56722,Peritoneal abscess 
56723,Spontan bact peritonitis 
56729,Suppurat peritonitis NEC 
56731,Psoas muscle abscess 
56738,Retroperiton abscess NEC 
56739,Retroperiton infect NEC 
56781,Choleperitonitis 
56782,Sclerosing mesenteritis 
56789,Peritonitis NEC 
5679, Peritonitis NOS 
5680, Peritoneal adhesions 
56881,Hemoperitoneum 
56882,Peritoneal effusion 
56889,Peritoneal disorder NEC 
5689, Peritoneal disorder NOS 
5690, Anal & rectal polyp 
5691, Rectal prolapse 
5692, Rectal & anal stenosis 
5693, Rectal & anal hemorrhage 
56941,Rectal & anal ulcer 
56942,Anal or rectal pain 
56943,Anal sphincter tear-old 
56944,Dysplasia of anus 
56949,Rectal & anal dis NEC 
5695, Intestinal abscess 
56960,Colstomy/enter comp NOS 
56961,Colosty/enterost infectn 
56962,Colosty/enter comp-mech 
56969,Colstmy/enteros comp NEC 
56971,Pouchitis 
56979,Comp intest pouch NEC 
56981,Intestinal fistula 
56982,Ulceration of intestine 
56983,Perforation of intestine 
56984,Angio intes w/o hmrhg 
56985,Angio intes w hmrhg 
56986,"Dieulafoy les, intestine "
56987,Vomiting of fecal matter 
56989,Intestinal disorders NEC 
5699, Intestinal disorder NOS 
570,  Acute necrosis of liver 
5710, Alcoholic fatty liver 
5711, Ac alcoholic hepatitis 
5712, Alcohol cirrhosis liver 
5713, Alcohol liver damage NOS 
57140,Chronic hepatitis NOS 
57141,Chr persistent hepatitis 
57142,Autoimmune hepatitis 
57149,Chronic hepatitis NEC 
5715, Cirrhosis of liver NOS 
5716, Biliary cirrhosis 
5718, Chronic liver dis NEC 
5719, Chronic liver dis NOS 
5720, Abscess of liver 
5721, Portal pyemia 
5722, Hepatic encephalopathy 
5723, Portal hypertension 
5724, Hepatorenal syndrome 
5728," Oth sequela, chr liv dis "
5730, Chr passiv congest liver 
5731, Hepatitis in viral dis 
5732, Hepatitis in oth inf dis 
5733, Hepatitis NOS 
5734, Hepatic infarction 
5735, Hepatopulmonary syndrome 
5738, Liver disorders NEC 
5739, Liver disorder NOS 
57400,Cholelith w ac cholecyst 
57401,Cholelith/ac gb inf-obst 
57410,Cholelith w cholecys NEC 
57411,Cholelith/gb inf NEC-obs 
57420,Cholelithiasis NOS 
57421,Cholelithias NOS w obstr 
57430,Choledocholith/ac gb inf 
57431,Choledochlith/ac gb-obst 
57440,Choledochlith/gb inf NEC 
57441,Choledochlith/gb NEC-obs 
57450,Choledocholithiasis NOS 
57451,Choledochlith NOS w obst 
57460,Gall&bil cal w/ac w/o ob 
57461,Gall&bil cal w/ac w obs 
57470,Gal&bil cal w/oth w/o ob 
57471,Gall&bil cal w/oth w obs 
57480,Gal&bil cal w/ac&chr w/o 
57481,Gal&bil cal w/ac&ch w ob 
57490,Gall&bil cal w/o cho w/o 
57491,Gall&bil cal w/o ch w ob 
5750, Acute cholecystitis 
57510,Cholecystitis NOS 
57511,Chronic cholecystitis 
57512,Acte & chr cholecystitis 
5752, Obstruction gallbladder 
5753, Hydrops of gallbladder 
5754, Perforation gallbladder 
5755, Fistula of gallbladder 
5756, Gb cholesterolosis 
5758, Dis of gallbladder NEC 
5759, Dis of gallbladder NOS 
5760, Postcholecystectomy synd 
5761, Cholangitis 
5762, Obstruction of bile duct 
5763, Perforation of bile duct 
5764, Fistula of bile duct 
5765, Spasm sphincter of oddi 
5768, Dis of biliary tract NEC 
5769, Dis of biliary tract NOS 
5770, Acute pancreatitis 
5771, Chronic pancreatitis 
5772, Pancreat cyst/pseudocyst 
5778, Pancreatic disease NEC 
5779, Pancreatic disease NOS 
5780, Hematemesis 
5781, Blood in stool 
5789, Gastrointest hemorr NOS 
5790, Celiac disease 
5791, Tropical sprue 
5792, Blind loop syndrome 
5793, Intest postop nonabsorb 
5794, Pancreatic steatorrhea 
5798, Intest malabsorption NEC 
5799, Intest malabsorption NOS 
5800, Ac proliferat nephritis 
5804, Ac rapidly progr nephrit 
58081,Ac nephritis in oth dis 
58089,Acute nephritis NEC 
5809, Acute nephritis NOS 
5810," Nephrotic syn, prolifer "
5811, Epimembranous nephritis 
5812, Membranoprolif nephrosis 
5813, Minimal change nephrosis 
58181,Nephrotic syn in oth dis 
58189,Nephrotic syndrome NEC 
5819, Nephrotic syndrome NOS 
5820, Chr proliferat nephritis 
5821, Chr membranous nephritis 
5822, Chr membranoprolif nephr 
5824, Chr rapid progr nephrit 
58281,Chr nephritis in oth dis 
58289,Chronic nephritis NEC 
5829, Chronic nephritis NOS 
5830, Proliferat nephritis NOS 
5831, Membranous nephritis NOS 
5832, Membranoprolif nephr NOS 
5834, Rapidly prog nephrit NOS 
5836, Renal cort necrosis NOS 
5837, Nephr NOS/medull necros 
58381,Nephritis NOS in oth dis 
58389,Nephritis NEC 
5839, Nephritis NOS 
5845," Ac kidny fail, tubr necr "
5846," Ac kidny fail, cort necr "
5847," Ac kidny fail, medu necr "
5848, Acute kidney failure NEC 
5849, Acute kidney failure NOS 
5851, Chro kidney dis stage I 
5852, Chro kidney dis stage II 
5853, Chr kidney dis stage III 
5854, Chr kidney dis stage IV 
5855, Chron kidney dis stage V 
5856, End stage renal disease 
5859, Chronic kidney dis NOS 
586,  Renal failure NOS 
587,  Renal sclerosis NOS 
5880, Renal osteodystrophy 
5881, Nephrogen diabetes insip 
58881,Sec hyperparathyrd-renal 
58889,Impair ren funct dis NEC 
5889, Impaired renal funct NOS 
5890, Unilateral small kidney 
5891, Bilateral small kidneys 
5899, Small kidney NOS 
59000,Chr pyelonephritis NOS 
59001,Chr pyeloneph w med necr 
59010,Ac pyelonephritis NOS 
59011,Ac pyelonephr w med necr 
5902, Renal/perirenal abscess 
5903, Pyeloureteritis cystica 
59080,Pyelonephritis NOS 
59081,Pyelonephrit in oth dis 
5909, Infection of kidney NOS 
591,  Hydronephrosis 
5920, Calculus of kidney 
5921, Calculus of ureter 
5929, Urinary calculus NOS 
5930, Nephroptosis 
5931, Hypertrophy of kidney 
5932," Cyst of kidney, acquired "
5933, Stricture of ureter 
5934, Ureteric obstruction NEC 
5935, Hydroureter 
5936, Postural proteinuria 
59370,Vescouretrl rflux unspcf 
59371,Vscurt rflx npht uniltrl 
59372,Vscourtl rflx npht bltrl 
59373,Vscourtl rflx w npht NOS 
59381,Renal vascular disorder 
59382,Ureteral fistula 
59389,Renal & ureteral dis NEC 
5939, Renal & ureteral dis NOS 
5940, Blad diverticulum calcul 
5941, Bladder calculus NEC 
5942, Urethral calculus 
5948, Lower urin calcul NEC 
5949, Lower urin calcul NOS 
5950, Acute cystitis 
5951, Chr interstit cystitis 
5952, Chronic cystitis NEC 
5953, Trigonitis 
5954, Cystitis in oth dis 
59581,Cystitis cystica 
59582,Irradiation cystitis 
59589,Cystitis NEC 
5959, Cystitis NOS 
5960, Bladder neck obstruction 
5961, Intestinovesical fistula 
5962, Vesical fistula NEC 
5963, Diverticulum of bladder 
5964, Atony of bladder 
59651,Hypertonicity of bladder 
59652,Low bladder compliance 
59653,Paralysis of bladder 
59654,Neurogenic bladder NOS 
59655,Detrusr sphinc dyssnrgia 
59659,Oth func dsdr bladder 
5966," Bladder rupt, nontraum "
5967, Bladder wall hemorrhage 
59681,Infection of cystostomy 
59682,Mech comp of cystostomy 
59683,Other comp of cystostomy 
59689,Disorders of bladder NEC 
5969, Bladder disorder NOS 
5970, Urethral abscess 
59780,Urethritis NOS 
59781,Urethral syndrome NOS 
59789,Urethritis NEC 
59800,Urethr strict:infect NOS 
59801,Ureth strict:oth infect 
5981, Traum urethral stricture 
5982, Postop urethral strictur 
5988, Urethral stricture NEC 
5989, Urethral stricture NOS 
5990, Urin tract infection NOS 
5991, Urethral fistula 
5992, Urethral diverticulum 
5993, Urethral caruncle 
5994, Urethral false passage 
5995, Prolapse urethral mucosa 
59960,Urinary obstruction NOS 
59969,Urinary obstruction NEC 
59970,Hematuria NOS 
59971,Gross hematuria 
59972,Microscopic hematuria 
59981,Urethral hypermobility 
59982,Intrinsc sphnctr dficncy 
59983,Urethral instability 
59984,Oth spcf dsdr urethra 
59989,Oth spcf dsdr urnry trct 
5999, Urinary tract dis NOS 
60000,BPH w/o urinary obs/LUTS 
60001,BPH w urinary obs/LUTS 
60010,Nod prostate w/o ur obst 
60011,Nod prostate w ur obst 
60020,BPH loc w/o ur obs/LUTS 
60021,BPH loc w urin obs/LUTS 
6003, Cyst of prostate 
60090,BPH NOS w/o ur obs/LUTS 
60091,BPH NOS w ur obs/LUTS 
6010, Acute prostatitis 
6011, Chronic prostatitis 
6012, Abscess of prostate 
6013, Prostatocystitis 
6014, Prostatitis in oth dis 
6018, Prostatic inflam dis NEC 
6019, Prostatitis NOS 
6020, Calculus of prostate 
6021, Prostatic congest/hemorr 
6022, Atrophy of prostate 
6023, Dysplasia of prostate 
6028, Prostatic disorders NEC 
6029, Prostatic disorder NOS 
6030, Encysted hydrocele 
6031, Infected hydrocele 
6038, Hydrocele NEC 
6039, Hydrocele NOS 
6040, Orchitis with abscess 
60490,Orchitis/epididymit NOS 
60491,Orchitis in oth disease 
60499,Orchitis/epididymit NEC 
605,  Redun prepuce & phimosis 
6060, Azoospermia 
6061, Oligospermia 
6068, Male infertility NEC 
6069, Male infertility NOS 
6070, Leukoplakia of penis 
6071, Balanoposthitis 
6072," Inflam dis, penis NEC "
6073, Priapism 
60781,Balanitis xerotica oblit 
60782,"Vascular disorder, penis "
60783,Edema of penis 
60784,"Impotence, organic orign "
60785,Peyronie's disease 
60789,Disorder of penis NEC 
6079, Disorder of penis NOS 
6080, Seminal vesiculitis 
6081, Spermatocele 
60820,Torsion of testis NOS 
60821,Extravag tors sperm cord 
60822,Intravag tors sperm cord 
60823,Torsion appendix testis 
60824,Torsion appy epididymis 
6083, Atrophy of testis 
6084, Male gen inflam dis NEC 
60881,Male gen dis in oth dis 
60882,Hematospermia 
60883,Male gen vascul dis NEC 
60884,"Chylocele, tunic vaginal "
60885,"Stricture, male gen orgn "
60886,"Edema, male genital orgn "
60887,Retrograde ejaculation 
60889,Male genital dis NEC 
6089, Male genital dis NOS 
6100, Solitary cyst of breast 
6101, Diffus cystic mastopathy 
6102, Fibroadenosis of breast 
6103, Fibrosclerosis of breast 
6104, Mammary duct ectasia 
6108, Benign mamm dysplas NEC 
6109, Benign mamm dysplas NOS 
6110, Inflam disease of breast 
6111, Hypertrophy of breast 
6112, Fissure of nipple 
6113, Fat necrosis of breast 
6114, Atrophy of breast 
6115, Galactocele 
6116, Galactorrhea-nonobstet 
61171,Mastodynia 
61172,Lump or mass in breast 
61179,Symptoms in breast NEC 
61181,Ptosis of breast 
61182,Hypoplasia of breast 
61183,Capslr contrctr brst imp 
61189,Disorders breast NEC 
6119, Breast disorder NOS 
6120, Deformity reconst breast 
6121, Disproportn reconst brst 
6140, Ac salpingo-oophoritis 
6141, Chr salpingo-oophoritis 
6142, Salpingo-oophoritis NOS 
6143, Acute parametritis 
6144, Chronic parametritis 
6145, Ac pelv peritonitis-fem 
6146, Fem pelvic periton adhes 
6147, Chr pelv periton NEC-fem 
6148, Fem pelv inflam dis NEC 
6149, Fem pelv inflam dis NOS 
6150, Ac uterine inflammation 
6151, Chr uterine inflammation 
6159, Uterine inflam dis NOS 
6160, Cervicitis 
61610,Vaginitis NOS 
61611,Vaginitis in oth disease 
6162, Bartholin's gland cyst 
6163, Bartholin's glnd abscess 
6164, Abscess of vulva NEC 
61650,Ulceration of vulva NOS 
61651,Vulvar ulcer in oth dis 
61681,"Mucositis cerv,vag,vulva "
61689,"Inflm cerv,vag,vulva NEC "
6169, Female gen inflam NOS 
6170, Uterine endometriosis 
6171, Ovarian endometriosis 
6172, Tubal endometriosis 
6173, Pelv perit endometriosis 
6174, Vaginal endometriosis 
6175, Intestinal endometriosis 
6176, Endometriosis in scar 
6178, Endometriosis NEC 
6179, Endometriosis NOS 
61800,Vaginal wall prolpse NOS 
61801,"Cystocele, midline "
61802,"Cystocele, lateral "
61803,Urethrocele 
61804,Rectocele 
61805,Perineocele 
61809,Cystourethrocele 
6181, Uterine prolapse 
6182, Uterovag prolaps-incompl 
6183, Uterovag prolaps-complet 
6184, Utervaginal prolapse NOS 
6185, Postop vaginal prolapse 
6186, Vaginal enterocele 
6187, Old lacer pelvic muscle 
61881,Incomptnce pubocerv tiss 
61882,Incomptnce rectovag tiss 
61883,Pelvic muscle wasting 
61884,Cervical stump prolapse 
61889,Genital prolapse NEC 
6189, Genital prolapse NOS 
6190," Urin-genital fistul, fem "
6191," Digest-genit fistul, fem "
6192," Genital-skin fistul, fem "
6198, Fem genital fistula NEC 
6199, Fem genital fistula NOS 
6200, Follicular cyst of ovary 
6201, Corpus luteum cyst 
6202, Ovarian cyst NEC/NOS 
6203, Acq atrophy ovary & tube 
6204, Prolapse of ovary & tube 
6205, Torsion of ovary or tube 
6206, Broad ligament lacer syn 
6207, Broad ligament hematoma 
6208, Noninfl dis ova/adnx NEC 
6209, Noninfl dis ova/adnx NOS 
6210, Polyp of corpus uteri 
6211, Chr uterine subinvolutn 
6212, Hypertrophy of uterus 
62130,Endometrial hyperpla NOS 
62131,Simp endo hyper w/o atyp 
62132,Comp endo hyper w/o atyp 
62133,Endomet hyperpla w atyp 
62134,Ben endomet hyperplasia 
62135,Endomet intraepithl neop 
6214, Hematometra 
6215, Intrauterine synechiae 
6216, Malposition of uterus 
6217, Chr inversion of uterus 
6218, Disorders of uterus NEC 
6219, Disorder of uterus NOS 
6220, Erosion/ectropion cervix 
62210,Dysplasia of cervix NOS 
62211,Mild dysplasia of cervix 
62212,Mod dysplasia of cervix 
6222, Leukoplakia of cervix 
6223, Old laceration of cervix 
6224, Stricture of cervix 
6225, Incompetence of cervix 
6226, Hypertrophic elong cervx 
6227, Mucous polyp of cervix 
6228, Noninflam dis cervix NEC 
6229, Noninflam dis cervix NOS 
6230, Dysplasia of vagina 
6231, Leukoplakia of vagina 
6232, Stricture of vagina 
6233, Tight hymenal ring 
6234, Old vaginal laceration 
6235, Noninfect vag leukorrhea 
6236, Vaginal hematoma 
6237, Polyp of vagina 
6238, Noninflam dis vagina NEC 
6239, Noninflam dis vagina NOS 
62401,Vulvar intraeph neopl I 
62402,Vulvr intraepth neopl II 
62409,Dystrophy of vulva NEC 
6241, Atrophy of vulva 
6242, Hypertrophy of clitoris 
6243, Hypertrophy of labia 
6244, Old laceration of vulva 
6245, Hematoma of vulva 
6246, Polyp of labia and vulva 
6248, Noninflam dis vulva NEC 
6249, Noninflam dis vulva NOS 
6250, Dyspareunia 
6251, Vaginismus 
6252, Mittelschmerz 
6253, Dysmenorrhea 
6254, Premenstrual tension 
6255, Pelvic congestion synd 
6256, Fem stress incontinence 
62570,Vulvodynia NOS 
62571,Vulvar vestibulitis 
62579,Other vulvodynia 
6258, Fem genital symptoms NEC 
6259, Fem genital symptoms NOS 
6260, Absence of menstruation 
6261, Scanty menstruation 
6262, Excessive menstruation 
6263, Pubertal menorrhagia 
6264, Irregular menstruation 
6265, Ovulation bleeding 
6266, Metrorrhagia 
6267, Postcoital bleeding 
6268, Menstrual disorder NEC 
6269, Menstrual disorder NOS 
6270, Premenopause menorrhagia 
6271, Postmenopausal bleeding 
6272, Sympt fem climact state 
6273, Atrophic vaginitis 
6274, Sympt state w artif meno 
6278, Menopausal disorder NEC 
6279, Menopausal disorder NOS 
6280, Infertility-anovulation 
6281, Infertil-pituitary orig 
6282, Infertility-tubal origin 
6283, Infertility-uterine orig 
6284, Infertil-cervical orig 
6288, Female infertility NEC 
6289, Female infertility NOS 
6290," Hematocele, female NEC "
6291, Hydrocele canal nuck-fem 
62920,Genital mutilation NOS 
62921,Genital mutilatn type I 
62922,Genital mutilatn type II 
62923,Genital muilatn type III 
62929,Fem genital mutilate NEC 
62931,Eros imp vag mesh in tis 
62932,Exp imp vag mesh-vagina 
62981,Rec preg loss wo cur prg 
62989,Female genital disor NEC 
6299, Female genital dis NOS 
630,  Hydatidiform mole 
6310, Inapp chg hCG early preg 
6318, Oth abn prod conception 
632,  Missed abortion 
63300,Abd preg w/o intrau preg 
63301,Abd preg w intraut preg 
63310,Tubal preg w/o intra prg 
63311,Tubal preg w intra preg 
63320,Ovarn preg w/o intra prg 
63321,Ovarian preg w intra prg 
63380,Ect preg NEC w/o int prg 
63381,Ectpc prg NEC w int preg 
63390,Ect preg NOS w/o int prg 
63391,Ectp preg NOS w int preg 
63400,Spon abor w pel inf-unsp 
63401,Spon abor w pelv inf-inc 
63402,Spon abor w pel inf-comp 
63410,Spon abort w hemorr-unsp 
63411,Spon abort w hemorr-inc 
63412,Spon abort w hemorr-comp 
63420,Spon ab w pel damag-unsp 
63421,Spon ab w pelv damag-inc 
63422,Spon ab w pel damag-comp 
63430,Spon ab w ren fail-unsp 
63431,Spon ab w ren fail-inc 
63432,Spon ab w ren fail-comp 
63440,Spon ab w metab dis-unsp 
63441,Spon ab w metab dis-inc 
63442,Spon ab w metab dis-comp 
63450,Spon abort w shock-unsp 
63451,Spon abort w shock-inc 
63452,Spon abort w shock-comp 
63460,Spon abort w embol-unsp 
63461,Spon abort w embol-inc 
63462,Spon abort w embol-comp 
63470,Spon ab w compl NEC-unsp 
63471,Spon ab w compl NEC-inc 
63472,Spon ab w compl NEC-comp 
63480,Spon ab w compl NOS-unsp 
63481,Spon ab w compl NOS-inc 
63482,Spon ab w compl NOS-comp 
63490,Spon abort uncompl-unsp 
63491,Spon abort uncompl-inc 
63492,Spon abort uncompl-comp 
63500,Leg abor w pelv inf-unsp 
63501,Leg abor w pelv inf-inc 
63502,Leg abor w pelv inf-comp 
63510,Legal abor w hemorr-unsp 
63511,Legal abort w hemorr-inc 
63512,Legal abor w hemorr-comp 
63520,Leg ab w pelv damag-unsp 
63521,Leg ab w pelv damag-inc 
63522,Leg ab w pelv damag-comp 
63530,Leg abor w ren fail-unsp 
63531,Leg abor w ren fail-inc 
63532,Leg abor w ren fail-comp 
63540,Leg ab w metab dis-unsp 
63541,Leg ab w metab dis-inc 
63542,Leg ab w metab dis-comp 
63550,Legal abort w shock-unsp 
63551,Legal abort w shock-inc 
63552,Legal abort w shock-comp 
63560,Legal abort w embol-unsp 
63561,Legal abort w embol-inc 
63562,Legal abort w embol-comp 
63570,Leg ab w compl NEC-unsp 
63571,Leg ab w compl NEC-inc 
63572,Leg ab w compl NEC-comp 
63580,Leg ab w compl NOS-unsp 
63581,Leg ab w compl NOS-inc 
63582,Leg ab w compl NOS-comp 
63590,Legal abort uncompl-unsp 
63591,Legal abort uncompl-inc 
63592,Legal abort uncompl-comp 
63600,Illeg ab w pelv inf-unsp 
63601,Illeg ab w pelv inf-inc 
63602,Illeg ab w pelv inf-comp 
63610,Illeg ab w hemorr-unspec 
63611,Illeg ab w hemorr-inc 
63612,Illeg ab w hemorr-comp 
63620,Illeg ab w pel damg-unsp 
63621,Illeg ab w pel damag-inc 
63622,Illeg ab w pel damg-comp 
63630,Illeg ab w ren fail-unsp 
63631,Illeg ab w ren fail-inc 
63632,Illeg ab w ren fail-comp 
63640,Illeg ab w met dis-unsp 
63641,Illeg ab w metab dis-inc 
63642,Illeg ab w met dis-comp 
63650,Illeg abort w shock-unsp 
63651,Illeg abort w shock-inc 
63652,Illeg abort w shock-comp 
63660,Illeg ab w embolism-unsp 
63661,Illeg ab w embolism-inc 
63662,Illeg ab w embolism-comp 
63670,Illg ab w compl NEC-unsp 
63671,Illeg ab w compl NEC-inc 
63672,Illg ab w compl NEC-comp 
63680,Illg ab w compl NOS-unsp 
63681,Illeg ab w compl NOS-inc 
63682,Illg ab w compl NOS-comp 
63690,Illeg abort uncompl-unsp 
63691,Illeg abort uncompl-inc 
63692,Illeg abort uncompl-comp 
63700,Abort NOS w pel inf-unsp 
63701,Abort NOS w pel inf-inc 
63702,Abort NOS w pel inf-comp 
63710,Abort NOS w hemorr-unsp 
